transaction_key,fund_key,date_key,transaction_type,amount,kyc_status,state,city
2207,2,20240510,Lumpsum,5000.0,Pending,Maharashtra,Chennai
2208,3,20240510,Redemption,10000.0,Not Verified,Maharashtra,Chennai
2209,4,20240510,Sip,5000.0,Verified,Tamil Nadu,Delhi
2210,3,20240510,Redemption,10000.0,Pending,Tamil Nadu,Bangalore
2211,5,20240510,Redemption,10000.0,Verified,Maharashtra,Bangalore
2212,3,20240510,Sip,2000.0,Pending,Gujarat,Delhi
2213,5,20240510,Sip,1000.0,Not Verified,West Bengal,Bangalore
2214,1,20240511,Redemption,5000.0,Not Verified,Gujarat,Kolkata
2215,2,20240511,Sip,5000.0,Not Verified,Delhi,Bangalore
2216,5,20240512,Sip,1000.0,Not Verified,Gujarat,Kolkata
2217,4,20240512,Lumpsum,5000.0,Not Verified,Maharashtra,Ahmedabad
2218,5,20240512,Sip,5000.0,Pending,Maharashtra,Delhi
2219,2,20240512,Lumpsum,100000.0,Pending,Maharashtra,Delhi
2220,3,20240512,Sip,10000.0,Verified,Maharashtra,Kolkata
2221,4,20240512,Lumpsum,10000.0,Pending,West Bengal,Mumbai
2222,2,20240512,Sip,5000.0,Not Verified,Tamil Nadu,Ahmedabad
2223,1,20240512,Sip,10000.0,Not Verified,West Bengal,Kolkata
2224,5,20240512,Lumpsum,100000.0,Not Verified,West Bengal,Kolkata
2225,4,20240512,Redemption,1000.0,Not Verified,Tamil Nadu,Kolkata
2226,1,20240512,Sip,500.0,Pending,Gujarat,Ahmedabad
2227,5,20240513,Sip,1000.0,Not Verified,Gujarat,Chennai
2228,4,20240513,Lumpsum,5000.0,Verified,Karnataka,Ahmedabad
2229,5,20240513,Sip,5000.0,Not Verified,Maharashtra,Chennai
2230,3,20240513,Sip,5000.0,Not Verified,Karnataka,Bangalore
2231,4,20240513,Sip,2000.0,Not Verified,Tamil Nadu,Mumbai
2232,5,20240513,Sip,5000.0,Pending,West Bengal,Delhi
2233,1,20240513,Lumpsum,100000.0,Verified,Tamil Nadu,Mumbai
2234,5,20240514,Sip,5000.0,Not Verified,Gujarat,Ahmedabad
2235,3,20240514,Redemption,10000.0,Pending,West Bengal,Bangalore
2236,3,20240515,Redemption,25000.0,Verified,Gujarat,Mumbai
2237,5,20240515,Sip,10000.0,Not Verified,Maharashtra,Mumbai
2238,2,20240515,Sip,500.0,Verified,Tamil Nadu,Delhi
2239,2,20240515,Sip,10000.0,Pending,Gujarat,Chennai
2240,3,20240515,Redemption,10000.0,Verified,Tamil Nadu,Ahmedabad
2241,5,20240515,Sip,2000.0,Not Verified,Karnataka,Ahmedabad
2242,2,20240516,Sip,1000.0,Verified,Delhi,Bangalore
2243,3,20240516,Sip,2000.0,Not Verified,Gujarat,Kolkata
2244,4,20240516,Sip,2000.0,Not Verified,Karnataka,Mumbai
2245,2,20240516,Sip,1000.0,Verified,West Bengal,Mumbai
2246,1,20240516,Lumpsum,100000.0,Not Verified,West Bengal,Chennai
2247,1,20240516,Sip,1000.0,Pending,Karnataka,Kolkata
2248,2,20240517,Lumpsum,5000.0,Verified,Tamil Nadu,Mumbai
2249,3,20240517,Sip,2000.0,Not Verified,Karnataka,Chennai
2250,3,20240517,Lumpsum,10000.0,Verified,Tamil Nadu,Ahmedabad
2251,2,20240517,Lumpsum,25000.0,Verified,Tamil Nadu,Delhi
2252,2,20240517,Sip,1000.0,Verified,Maharashtra,Kolkata
2253,3,20240518,Sip,10000.0,Pending,Gujarat,Bangalore
2254,4,20240518,Sip,1000.0,Pending,Gujarat,Chennai
2255,3,20240518,Redemption,1000.0,Not Verified,Maharashtra,Delhi
2256,1,20240519,Lumpsum,10000.0,Verified,Karnataka,Kolkata
2257,3,20240519,Lumpsum,50000.0,Not Verified,Karnataka,Kolkata
2258,2,20240519,Sip,2000.0,Verified,Tamil Nadu,Ahmedabad
2259,4,20240519,Sip,500.0,Verified,Karnataka,Ahmedabad
2260,1,20240520,Lumpsum,25000.0,Pending,Delhi,Delhi
2261,1,20240520,Sip,1000.0,Not Verified,Gujarat,Delhi
2262,2,20240520,Sip,500.0,Pending,Karnataka,Mumbai
2263,1,20240521,Redemption,1000.0,Verified,Tamil Nadu,Mumbai
2264,2,20240521,Sip,2000.0,Pending,West Bengal,Ahmedabad
2265,3,20240521,Redemption,5000.0,Not Verified,Gujarat,Delhi
2266,5,20240521,Lumpsum,100000.0,Verified,Delhi,Kolkata
2267,1,20240522,Sip,10000.0,Pending,West Bengal,Delhi
2268,5,20240522,Sip,2000.0,Verified,Delhi,Mumbai
2269,5,20240522,Lumpsum,25000.0,Pending,Delhi,Kolkata
2270,2,20240522,Sip,1000.0,Verified,West Bengal,Bangalore
2271,3,20240522,Lumpsum,50000.0,Not Verified,Gujarat,Ahmedabad
2272,3,20240522,Sip,5000.0,Pending,West Bengal,Mumbai
2273,2,20240522,Lumpsum,50000.0,Pending,Maharashtra,Delhi
2274,5,20240523,Sip,1000.0,Pending,Gujarat,Ahmedabad
2275,4,20240523,Sip,10000.0,Verified,West Bengal,Chennai
2276,1,20240523,Redemption,5000.0,Verified,Gujarat,Kolkata
2277,2,20240523,Redemption,10000.0,Not Verified,Delhi,Ahmedabad
2278,3,20240523,Lumpsum,50000.0,Pending,Delhi,Kolkata
2279,3,20240523,Lumpsum,100000.0,Verified,Tamil Nadu,Bangalore
2280,4,20240523,Sip,1000.0,Not Verified,Maharashtra,Ahmedabad
2281,3,20240523,Lumpsum,100000.0,Not Verified,Gujarat,Delhi
2282,4,20240523,Lumpsum,25000.0,Not Verified,Karnataka,Ahmedabad
2283,2,20240523,Lumpsum,5000.0,Verified,Maharashtra,Delhi
2284,1,20240524,Sip,500.0,Pending,Maharashtra,Delhi
2285,3,20240524,Sip,2000.0,Verified,Gujarat,Chennai
2286,1,20240525,Lumpsum,100000.0,Pending,West Bengal,Delhi
2287,3,20240525,Lumpsum,5000.0,Not Verified,West Bengal,Mumbai
2288,5,20240525,Lumpsum,10000.0,Not Verified,Delhi,Ahmedabad
2289,5,20240525,Sip,1000.0,Pending,Delhi,Chennai
2290,2,20240525,Redemption,25000.0,Verified,West Bengal,Ahmedabad
2291,1,20240525,Lumpsum,5000.0,Verified,Tamil Nadu,Mumbai
2292,4,20240526,Lumpsum,50000.0,Not Verified,West Bengal,Bangalore
2293,1,20240526,Sip,10000.0,Not Verified,Maharashtra,Ahmedabad
2294,2,20240526,Sip,5000.0,Verified,Tamil Nadu,Bangalore
2295,3,20240527,Sip,500.0,Verified,Karnataka,Kolkata
2296,3,20240527,Lumpsum,5000.0,Verified,Tamil Nadu,Kolkata
2297,2,20240527,Sip,2000.0,Not Verified,Delhi,Delhi
2298,2,20240527,Lumpsum,100000.0,Not Verified,Tamil Nadu,Chennai
2299,1,20240527,Sip,1000.0,Pending,West Bengal,Mumbai
2300,5,20240528,Sip,1000.0,Verified,Karnataka,Ahmedabad
2301,3,20240528,Lumpsum,100000.0,Pending,Maharashtra,Kolkata
2302,2,20240528,Lumpsum,25000.0,Pending,Gujarat,Ahmedabad
2303,4,20240528,Sip,5000.0,Pending,Tamil Nadu,Ahmedabad
2304,5,20240528,Sip,10000.0,Pending,Tamil Nadu,Ahmedabad
2305,3,20240528,Sip,5000.0,Pending,Gujarat,Kolkata
2306,1,20240528,Sip,1000.0,Verified,Maharashtra,Kolkata
2307,1,20240529,Lumpsum,100000.0,Not Verified,Tamil Nadu,Kolkata
2308,1,20240529,Sip,10000.0,Pending,Tamil Nadu,Mumbai
2309,4,20240529,Lumpsum,10000.0,Pending,Gujarat,Delhi
2310,5,20240529,Lumpsum,50000.0,Verified,Delhi,Ahmedabad
2311,4,20240529,Sip,1000.0,Pending,Maharashtra,Bangalore
2312,2,20240529,Sip,500.0,Verified,Tamil Nadu,Chennai
2313,3,20240530,Sip,5000.0,Verified,Gujarat,Mumbai
2314,5,20240530,Lumpsum,5000.0,Not Verified,West Bengal,Mumbai
2315,4,20240530,Redemption,1000.0,Pending,Gujarat,Kolkata
2316,3,20240530,Lumpsum,50000.0,Not Verified,Maharashtra,Kolkata
2317,3,20240530,Sip,500.0,Not Verified,Delhi,Kolkata
2318,4,20240530,Sip,2000.0,Not Verified,West Bengal,Delhi
2319,3,20240530,Sip,10000.0,Pending,West Bengal,Bangalore
2320,4,20240530,Sip,1000.0,Pending,West Bengal,Delhi
2321,1,20240531,Sip,2000.0,Verified,West Bengal,Mumbai
2322,3,20240531,Lumpsum,100000.0,Pending,Tamil Nadu,Ahmedabad
2323,5,20240531,Redemption,25000.0,Not Verified,Delhi,Mumbai
2324,4,20240531,Sip,500.0,Verified,Tamil Nadu,Mumbai
2325,3,20240531,Sip,500.0,Pending,Maharashtra,Delhi
2326,1,20240601,Sip,5000.0,Not Verified,West Bengal,Bangalore
2327,5,20240601,Sip,1000.0,Pending,Gujarat,Chennai
2328,2,20240601,Lumpsum,10000.0,Not Verified,West Bengal,Bangalore
2329,5,20240601,Lumpsum,50000.0,Verified,Gujarat,Mumbai
2330,5,20240602,Lumpsum,10000.0,Not Verified,Gujarat,Bangalore
2331,5,20240602,Sip,5000.0,Not Verified,Tamil Nadu,Bangalore
2332,5,20240603,Redemption,1000.0,Pending,Karnataka,Delhi
2333,5,20240603,Sip,1000.0,Pending,Maharashtra,Bangalore
2334,5,20240603,Sip,2000.0,Verified,Tamil Nadu,Bangalore
2335,3,20240603,Lumpsum,25000.0,Pending,West Bengal,Bangalore
2336,4,20240603,Lumpsum,100000.0,Verified,Gujarat,Kolkata
2337,3,20240603,Sip,500.0,Pending,West Bengal,Chennai
2338,5,20240603,Lumpsum,10000.0,Verified,Karnataka,Delhi
2339,1,20240604,Sip,10000.0,Pending,Delhi,Bangalore
2340,4,20240604,Lumpsum,5000.0,Pending,Maharashtra,Chennai
2341,5,20240604,Sip,1000.0,Verified,Delhi,Bangalore
2342,5,20240604,Redemption,10000.0,Verified,Gujarat,Bangalore
2343,3,20240605,Sip,1000.0,Pending,Karnataka,Chennai
2344,2,20240605,Sip,2000.0,Not Verified,Karnataka,Chennai
2345,5,20240605,Sip,5000.0,Pending,Maharashtra,Kolkata
2346,4,20240605,Sip,2000.0,Pending,Tamil Nadu,Kolkata
2347,5,20240605,Sip,500.0,Verified,Maharashtra,Ahmedabad
2348,1,20240605,Lumpsum,10000.0,Verified,West Bengal,Delhi
2349,4,20240606,Lumpsum,25000.0,Not Verified,Tamil Nadu,Delhi
2350,3,20240606,Sip,10000.0,Pending,Karnataka,Delhi
2351,4,20240606,Lumpsum,5000.0,Pending,Delhi,Bangalore
2352,5,20240606,Sip,10000.0,Not Verified,Gujarat,Kolkata
2353,2,20240606,Sip,1000.0,Pending,Delhi,Ahmedabad
2354,4,20240606,Sip,10000.0,Verified,Maharashtra,Chennai
2355,4,20240606,Lumpsum,10000.0,Not Verified,Delhi,Delhi
2356,1,20240607,Sip,10000.0,Pending,Tamil Nadu,Chennai
2357,1,20240607,Sip,5000.0,Not Verified,Karnataka,Mumbai
2358,3,20240607,Sip,1000.0,Not Verified,Maharashtra,Bangalore
2359,4,20240607,Sip,2000.0,Verified,Maharashtra,Delhi
2360,3,20240607,Sip,2000.0,Verified,Delhi,Ahmedabad
2361,2,20240607,Sip,5000.0,Pending,Tamil Nadu,Chennai
2362,5,20240607,Sip,2000.0,Verified,Maharashtra,Ahmedabad
2363,3,20240607,Redemption,5000.0,Verified,Delhi,Ahmedabad
2364,1,20240608,Sip,500.0,Verified,Karnataka,Kolkata
2365,5,20240608,Sip,5000.0,Pending,Maharashtra,Ahmedabad
2366,5,20240608,Sip,1000.0,Not Verified,Gujarat,Delhi
2367,4,20240608,Lumpsum,25000.0,Not Verified,Delhi,Delhi
2368,2,20240609,Sip,500.0,Verified,Maharashtra,Bangalore
2369,2,20240609,Sip,2000.0,Verified,Tamil Nadu,Delhi
2370,5,20240609,Lumpsum,25000.0,Not Verified,Karnataka,Chennai
2371,4,20240609,Sip,500.0,Verified,West Bengal,Ahmedabad
2372,5,20240609,Lumpsum,50000.0,Pending,West Bengal,Bangalore
2373,4,20240609,Sip,10000.0,Pending,Karnataka,Kolkata
2374,5,20240610,Lumpsum,5000.0,Pending,Gujarat,Chennai
2375,5,20240610,Sip,500.0,Pending,West Bengal,Delhi
2376,4,20240611,Sip,2000.0,Pending,West Bengal,Ahmedabad
2377,4,20240611,Lumpsum,5000.0,Pending,Karnataka,Ahmedabad
2378,5,20240611,Sip,5000.0,Verified,Maharashtra,Delhi
2379,1,20240611,Sip,500.0,Pending,Delhi,Bangalore
2380,4,20240611,Lumpsum,25000.0,Verified,Gujarat,Kolkata
2381,3,20240611,Lumpsum,100000.0,Pending,Tamil Nadu,Delhi
2382,3,20240611,Sip,1000.0,Not Verified,Maharashtra,Ahmedabad
2383,2,20240612,Sip,500.0,Verified,Tamil Nadu,Bangalore
2384,4,20240612,Sip,5000.0,Pending,West Bengal,Delhi
2385,4,20240612,Sip,10000.0,Pending,Gujarat,Mumbai
2386,5,20240612,Sip,2000.0,Verified,Maharashtra,Kolkata
2387,1,20240612,Sip,500.0,Not Verified,Tamil Nadu,Kolkata
2388,1,20240612,Sip,2000.0,Pending,West Bengal,Kolkata
2389,4,20240613,Lumpsum,100000.0,Not Verified,Delhi,Ahmedabad
2390,1,20240613,Sip,500.0,Pending,Delhi,Bangalore
2391,4,20240613,Sip,2000.0,Not Verified,West Bengal,Chennai
2392,3,20240613,Sip,10000.0,Not Verified,Karnataka,Kolkata
2393,4,20240613,Lumpsum,100000.0,Pending,Maharashtra,Kolkata
2394,5,20240614,Lumpsum,100000.0,Verified,Maharashtra,Kolkata
2395,1,20240614,Lumpsum,5000.0,Not Verified,Tamil Nadu,Bangalore
2396,1,20240614,Lumpsum,10000.0,Pending,Tamil Nadu,Delhi
2397,2,20240614,Sip,500.0,Pending,West Bengal,Bangalore
2398,5,20240614,Sip,5000.0,Not Verified,Tamil Nadu,Mumbai
2399,5,20240614,Redemption,5000.0,Verified,West Bengal,Kolkata
2400,4,20240615,Sip,5000.0,Verified,Karnataka,Ahmedabad
2401,4,20240615,Lumpsum,50000.0,Pending,Gujarat,Ahmedabad
2402,1,20240615,Sip,2000.0,Not Verified,West Bengal,Chennai
2403,2,20240616,Sip,5000.0,Verified,Delhi,Bangalore
2404,3,20240616,Redemption,5000.0,Not Verified,West Bengal,Mumbai
2405,2,20240616,Lumpsum,25000.0,Pending,Tamil Nadu,Chennai
2406,2,20240617,Sip,1000.0,Verified,Maharashtra,Ahmedabad
2407,2,20240617,Sip,5000.0,Verified,Maharashtra,Delhi
2408,1,20240617,Sip,500.0,Verified,Tamil Nadu,Chennai
2409,4,20240617,Lumpsum,5000.0,Not Verified,Maharashtra,Mumbai
2410,5,20240618,Sip,500.0,Pending,Maharashtra,Ahmedabad
2411,5,20240618,Sip,2000.0,Pending,West Bengal,Bangalore
2412,2,20240618,Lumpsum,25000.0,Not Verified,Gujarat,Chennai
2413,2,20240618,Sip,5000.0,Verified,Maharashtra,Kolkata
2414,3,20240618,Sip,2000.0,Verified,Karnataka,Delhi
2415,5,20240618,Lumpsum,5000.0,Pending,West Bengal,Delhi
2416,5,20240618,Sip,10000.0,Verified,West Bengal,Ahmedabad
2417,5,20240618,Lumpsum,100000.0,Not Verified,Tamil Nadu,Ahmedabad
2418,2,20240619,Sip,2000.0,Verified,Gujarat,Ahmedabad
2419,2,20240619,Sip,10000.0,Not Verified,Tamil Nadu,Kolkata
2420,3,20240619,Redemption,1000.0,Pending,Karnataka,Kolkata
2421,3,20240619,Redemption,10000.0,Pending,Maharashtra,Mumbai
2422,5,20240619,Sip,10000.0,Pending,Karnataka,Mumbai
2423,2,20240620,Redemption,1000.0,Not Verified,Gujarat,Bangalore
2424,5,20240620,Lumpsum,10000.0,Pending,Karnataka,Chennai
2425,4,20240620,Sip,10000.0,Pending,Gujarat,Delhi
2426,4,20240620,Sip,10000.0,Verified,Maharashtra,Bangalore
2427,3,20240621,Sip,500.0,Verified,West Bengal,Mumbai
2428,3,20240621,Sip,10000.0,Pending,Maharashtra,Bangalore
2429,5,20240621,Sip,10000.0,Not Verified,Gujarat,Chennai
2430,1,20240621,Lumpsum,5000.0,Not Verified,Delhi,Mumbai
2431,2,20240622,Lumpsum,100000.0,Pending,West Bengal,Delhi
2432,1,20240622,Lumpsum,100000.0,Verified,Delhi,Ahmedabad
2433,1,20240622,Lumpsum,100000.0,Verified,Karnataka,Delhi
2434,4,20240622,Sip,10000.0,Pending,Delhi,Chennai
2435,1,20240622,Sip,500.0,Not Verified,Karnataka,Delhi
2436,1,20240622,Sip,5000.0,Pending,Karnataka,Delhi
2437,2,20240622,Lumpsum,50000.0,Verified,Delhi,Bangalore
2438,1,20240622,Sip,2000.0,Verified,Tamil Nadu,Kolkata
2439,2,20240623,Sip,2000.0,Pending,Tamil Nadu,Chennai
2440,1,20240623,Sip,1000.0,Verified,Delhi,Mumbai
2441,4,20240623,Sip,1000.0,Not Verified,Maharashtra,Bangalore
2442,3,20240624,Lumpsum,10000.0,Pending,Maharashtra,Chennai
2443,4,20240624,Sip,5000.0,Verified,Gujarat,Bangalore
2444,3,20240624,Lumpsum,10000.0,Verified,Gujarat,Kolkata
2445,4,20240624,Lumpsum,25000.0,Not Verified,Maharashtra,Chennai
2446,4,20240625,Lumpsum,10000.0,Verified,Maharashtra,Ahmedabad
2447,2,20240625,Sip,2000.0,Not Verified,Karnataka,Mumbai
2448,2,20240625,Sip,500.0,Pending,West Bengal,Delhi
2449,5,20240625,Redemption,25000.0,Verified,Tamil Nadu,Delhi
2450,2,20240625,Sip,2000.0,Not Verified,Delhi,Ahmedabad
2451,1,20240625,Sip,1000.0,Pending,West Bengal,Chennai
2452,3,20240626,Sip,2000.0,Verified,Delhi,Chennai
2453,3,20240626,Sip,10000.0,Not Verified,Karnataka,Bangalore
2454,3,20240626,Lumpsum,10000.0,Verified,Gujarat,Delhi
2455,2,20240626,Lumpsum,10000.0,Not Verified,West Bengal,Kolkata
2456,2,20240626,Sip,1000.0,Not Verified,Delhi,Mumbai
2457,4,20240626,Sip,5000.0,Pending,Karnataka,Delhi
2458,5,20240626,Lumpsum,100000.0,Verified,Gujarat,Chennai
2459,3,20240626,Redemption,10000.0,Verified,Tamil Nadu,Ahmedabad
2460,1,20240626,Sip,2000.0,Pending,West Bengal,Ahmedabad
2461,2,20240627,Lumpsum,100000.0,Pending,West Bengal,Bangalore
2462,3,20240627,Sip,2000.0,Verified,Delhi,Chennai
2463,1,20240627,Sip,5000.0,Pending,Maharashtra,Ahmedabad
2464,3,20240627,Lumpsum,25000.0,Verified,Gujarat,Chennai
2465,1,20240628,Sip,5000.0,Verified,Karnataka,Delhi
2466,4,20240629,Lumpsum,5000.0,Not Verified,Tamil Nadu,Chennai
2467,5,20240629,Sip,5000.0,Not Verified,Tamil Nadu,Chennai
2468,2,20240629,Sip,10000.0,Verified,West Bengal,Kolkata
2469,2,20240629,Sip,5000.0,Verified,Delhi,Delhi
2470,3,20240630,Redemption,10000.0,Pending,West Bengal,Chennai
2471,3,20240630,Sip,1000.0,Verified,Gujarat,Kolkata
2472,1,20240630,Sip,500.0,Not Verified,Maharashtra,Kolkata
2473,2,20240630,Lumpsum,25000.0,Verified,West Bengal,Chennai
2474,2,20240630,Sip,2000.0,Not Verified,Delhi,Ahmedabad
2475,4,20240630,Sip,10000.0,Pending,Maharashtra,Kolkata
2476,2,20240630,Sip,1000.0,Verified,West Bengal,Bangalore
2477,4,20240701,Sip,500.0,Not Verified,West Bengal,Ahmedabad
2478,1,20240701,Lumpsum,10000.0,Pending,Tamil Nadu,Mumbai
2479,2,20240701,Lumpsum,25000.0,Pending,Maharashtra,Mumbai
2480,5,20240702,Redemption,25000.0,Verified,Tamil Nadu,Ahmedabad
2481,3,20240702,Sip,10000.0,Pending,Karnataka,Kolkata
2482,5,20240702,Lumpsum,5000.0,Pending,Tamil Nadu,Mumbai
2483,5,20240702,Lumpsum,10000.0,Not Verified,West Bengal,Ahmedabad
2484,1,20240702,Lumpsum,5000.0,Pending,Delhi,Delhi
2485,4,20240703,Sip,2000.0,Not Verified,Gujarat,Kolkata
2486,5,20240703,Sip,2000.0,Not Verified,Gujarat,Kolkata
2487,4,20240703,Lumpsum,50000.0,Not Verified,West Bengal,Chennai
2488,2,20240704,Sip,10000.0,Verified,Tamil Nadu,Delhi
2489,3,20240704,Sip,10000.0,Verified,Delhi,Bangalore
2490,5,20240704,Sip,10000.0,Verified,Tamil Nadu,Delhi
2491,1,20240704,Sip,1000.0,Pending,West Bengal,Chennai
2492,5,20240705,Sip,5000.0,Not Verified,Tamil Nadu,Ahmedabad
2493,1,20240705,Sip,10000.0,Not Verified,Delhi,Mumbai
2494,5,20240705,Lumpsum,100000.0,Pending,Tamil Nadu,Kolkata
2495,1,20240705,Redemption,10000.0,Pending,West Bengal,Bangalore
2496,3,20240705,Sip,500.0,Verified,Karnataka,Bangalore
2497,5,20240706,Sip,10000.0,Not Verified,West Bengal,Ahmedabad
2498,5,20240706,Sip,500.0,Verified,West Bengal,Bangalore
2499,5,20240706,Sip,10000.0,Not Verified,Delhi,Delhi
2500,1,20240706,Sip,10000.0,Pending,Karnataka,Kolkata
2501,4,20240706,Sip,5000.0,Pending,Delhi,Kolkata
2502,5,20240706,Lumpsum,5000.0,Verified,Gujarat,Delhi
2503,2,20240706,Lumpsum,100000.0,Not Verified,Gujarat,Ahmedabad
2504,5,20240707,Lumpsum,5000.0,Not Verified,Maharashtra,Delhi
2505,4,20240707,Sip,2000.0,Pending,Maharashtra,Chennai
2506,1,20240707,Lumpsum,5000.0,Not Verified,Maharashtra,Delhi
2507,2,20240707,Sip,2000.0,Pending,Maharashtra,Mumbai
2508,3,20240707,Sip,1000.0,Not Verified,Karnataka,Bangalore
2509,4,20240707,Lumpsum,5000.0,Verified,West Bengal,Chennai
2510,5,20240708,Sip,1000.0,Not Verified,Maharashtra,Delhi
2511,4,20240708,Lumpsum,25000.0,Not Verified,Delhi,Mumbai
2512,4,20240708,Sip,2000.0,Pending,Tamil Nadu,Delhi
2513,4,20240709,Sip,10000.0,Not Verified,Tamil Nadu,Bangalore
2514,2,20240709,Sip,10000.0,Pending,Tamil Nadu,Delhi
2515,1,20240709,Redemption,5000.0,Pending,Gujarat,Mumbai
2516,2,20240709,Lumpsum,25000.0,Pending,Delhi,Mumbai
2517,4,20240709,Lumpsum,5000.0,Verified,Tamil Nadu,Bangalore
2518,5,20240709,Sip,1000.0,Pending,Tamil Nadu,Kolkata
2519,4,20240709,Sip,1000.0,Not Verified,Tamil Nadu,Chennai
2520,2,20240709,Sip,1000.0,Verified,Delhi,Bangalore
2521,4,20240709,Sip,5000.0,Pending,Gujarat,Mumbai
2522,2,20240709,Sip,1000.0,Pending,Maharashtra,Delhi
2523,5,20240709,Lumpsum,50000.0,Not Verified,West Bengal,Delhi
2524,3,20240710,Lumpsum,25000.0,Not Verified,West Bengal,Ahmedabad
2525,2,20240710,Sip,10000.0,Not Verified,Gujarat,Bangalore
2526,4,20240710,Sip,1000.0,Verified,West Bengal,Mumbai
2527,4,20240710,Sip,10000.0,Pending,West Bengal,Mumbai
2528,2,20240710,Lumpsum,25000.0,Not Verified,Tamil Nadu,Mumbai
2529,1,20240711,Sip,10000.0,Verified,Gujarat,Bangalore
2530,3,20240711,Lumpsum,100000.0,Verified,West Bengal,Ahmedabad
2531,1,20240711,Redemption,25000.0,Not Verified,Karnataka,Chennai
2532,2,20240711,Sip,1000.0,Pending,West Bengal,Mumbai
2533,2,20240712,Lumpsum,5000.0,Verified,Gujarat,Ahmedabad
2534,2,20240712,Sip,10000.0,Verified,Tamil Nadu,Ahmedabad
2535,1,20240712,Sip,500.0,Pending,Tamil Nadu,Delhi
2536,4,20240713,Lumpsum,25000.0,Not Verified,Tamil Nadu,Mumbai
2537,5,20240713,Sip,5000.0,Verified,Karnataka,Kolkata
2538,2,20240713,Lumpsum,5000.0,Pending,Karnataka,Kolkata
2539,1,20240713,Sip,5000.0,Pending,West Bengal,Bangalore
2540,1,20240713,Redemption,5000.0,Pending,West Bengal,Ahmedabad
2541,5,20240714,Sip,2000.0,Pending,Tamil Nadu,Ahmedabad
2542,5,20240714,Sip,10000.0,Not Verified,Tamil Nadu,Ahmedabad
2543,1,20240714,Sip,500.0,Pending,Delhi,Mumbai
2544,5,20240714,Lumpsum,25000.0,Not Verified,Delhi,Ahmedabad
2545,4,20240714,Lumpsum,10000.0,Verified,Karnataka,Mumbai
2546,3,20240714,Sip,2000.0,Pending,Maharashtra,Kolkata
2547,4,20240714,Redemption,5000.0,Not Verified,Karnataka,Ahmedabad
2548,2,20240715,Lumpsum,100000.0,Not Verified,Gujarat,Kolkata
2549,2,20240715,Sip,10000.0,Verified,West Bengal,Kolkata
2550,2,20240715,Sip,500.0,Not Verified,Tamil Nadu,Bangalore
2551,2,20240716,Sip,1000.0,Not Verified,Delhi,Delhi
2552,3,20240716,Sip,500.0,Verified,Maharashtra,Mumbai
2553,3,20240716,Lumpsum,5000.0,Verified,Maharashtra,Delhi
2554,1,20240716,Lumpsum,50000.0,Pending,West Bengal,Bangalore
2555,1,20240717,Lumpsum,25000.0,Verified,Tamil Nadu,Bangalore
2556,4,20240717,Lumpsum,50000.0,Not Verified,Maharashtra,Kolkata
2557,1,20240717,Sip,1000.0,Pending,Tamil Nadu,Mumbai
2558,1,20240717,Lumpsum,100000.0,Pending,West Bengal,Bangalore
2559,2,20240718,Sip,10000.0,Pending,Tamil Nadu,Ahmedabad
2560,2,20240718,Lumpsum,10000.0,Pending,Delhi,Delhi
2561,2,20240718,Lumpsum,100000.0,Not Verified,Tamil Nadu,Kolkata
2562,2,20240718,Sip,2000.0,Not Verified,West Bengal,Kolkata
2563,5,20240718,Sip,5000.0,Pending,Gujarat,Chennai
2564,5,20240719,Sip,1000.0,Not Verified,West Bengal,Chennai
2565,2,20240719,Lumpsum,10000.0,Pending,Karnataka,Ahmedabad
2566,4,20240719,Sip,1000.0,Not Verified,West Bengal,Kolkata
2567,5,20240719,Lumpsum,100000.0,Verified,West Bengal,Kolkata
2568,1,20240719,Lumpsum,50000.0,Not Verified,Maharashtra,Delhi
2569,5,20240719,Lumpsum,25000.0,Not Verified,Karnataka,Ahmedabad
2570,4,20240719,Sip,500.0,Pending,Delhi,Chennai
2571,1,20240720,Sip,500.0,Not Verified,Gujarat,Bangalore
2572,1,20240721,Lumpsum,10000.0,Not Verified,Delhi,Kolkata
2573,4,20240721,Sip,1000.0,Not Verified,West Bengal,Mumbai
2574,1,20240721,Sip,2000.0,Verified,West Bengal,Delhi
2575,2,20240721,Sip,2000.0,Pending,Gujarat,Chennai
2576,2,20240721,Redemption,10000.0,Pending,Delhi,Mumbai
2577,2,20240721,Sip,1000.0,Not Verified,Delhi,Kolkata
2578,2,20240722,Lumpsum,5000.0,Pending,Maharashtra,Chennai
2579,4,20240722,Sip,1000.0,Pending,Karnataka,Mumbai
2580,3,20240722,Sip,1000.0,Verified,Delhi,Kolkata
2581,3,20240723,Lumpsum,5000.0,Pending,Karnataka,Ahmedabad
2582,2,20240723,Sip,10000.0,Pending,Maharashtra,Mumbai
2583,1,20240723,Sip,10000.0,Not Verified,Delhi,Delhi
2584,1,20240723,Lumpsum,5000.0,Not Verified,Tamil Nadu,Bangalore
2585,4,20240723,Lumpsum,50000.0,Pending,West Bengal,Bangalore
2586,3,20240723,Lumpsum,5000.0,Not Verified,West Bengal,Mumbai
2587,3,20240723,Sip,5000.0,Pending,Gujarat,Chennai
2588,4,20240723,Lumpsum,25000.0,Not Verified,Karnataka,Chennai
2589,3,20240723,Sip,500.0,Verified,West Bengal,Kolkata
2590,1,20240723,Redemption,10000.0,Verified,West Bengal,Ahmedabad
